,0
0,0.001611002013180237
1,0.0007376619347543944
2,0.0006946968963677149
3,0.0007107666236279265
4,0.0005760839326664043
5,0.000697921155971264
6,0.0006243457476835534
7,0.000648933712314623
8,0.0006701749771803956
9,0.0006943365297118708
10,0.0006297009477862295
11,0.0006649066045158829
12,0.0006474500333277113
13,0.0006125587338425925
14,0.0006039960669690331
15,0.0006110656023739334
16,0.000598085820333284
17,0.0006181150155359775
18,0.0006246717976637503
19,0.0006093103993786447
20,0.0006168593523859173
21,0.000613561319874332
22,0.0006119753382525333
23,0.00059857687744349
24,0.0005949726835222044
25,0.000593526309655257
26,0.0005929560036913119
27,0.0005919777666987142
28,0.0005822673705203897
29,0.0005843349105695963
30,0.0005789082842013097
31,0.0005691528889508245
32,0.0005625416467297145
33,0.0005656064289136517
34,0.000568875361773125
35,0.0005587983227436273
36,0.000553801430197327
37,0.0005473034541093947
38,0.000543319151854638
39,0.000540991923443507
40,0.0005428971811031259
41,0.0005567879087012117
42,0.0005545303990128936
43,0.0005447446592245176
44,0.0005457337192974421
45,0.0005428906118441045
46,0.0005373411866474639
47,0.0005309980470639509
48,0.0005203744848377226
49,0.0005126842760363664
50,0.0005129407192690648
51,0.0005037542526112636
52,0.0004913565645369563
53,0.0004873299072150428
54,0.0004868451958295926
55,0.0004823624126598863
56,0.0004768870120053691
57,0.00047112049441395645
58,0.00046923795765821776
59,0.0004685466314832189
60,0.00045934790685925054
61,0.0004552605265467839
62,0.00045145759990545533
63,0.0004486206786555079
64,0.00044288981215407947
65,0.0004410431405868855
66,0.00043555948047287776
67,0.00043157111155737315
68,0.0004281594700494038
69,0.00042378883401608593
70,0.0004209634358396178
71,0.00042015592623809454
72,0.0004209609469052628
73,0.0004238743859362073
74,0.00042796315523559376
75,0.0004252457582707479
76,0.0004130954600919326
77,0.00040296728924920803
78,0.00041087782492590875
79,0.00041647798053355003
80,0.00041248186480165186
81,0.0003993119425200577
82,0.000399920870426436
83,0.00040328876252957737
84,0.0004069299244556958
85,0.0004053226141754758
86,0.0004091490048618714
87,0.0004041427210771664
88,0.00040369998886353716
89,0.00041204920249555575
90,0.00041250610046279323
91,0.0003891502421377903
92,0.00039552089175683375
93,0.00040435701713417525
94,0.0003929440511856582
95,0.00037686968283239593
96,0.00037123487715578856
97,0.00036940672071935217
98,0.00037273116193927
99,0.000358419545018153
